id_cliente,nombre_cliente,ocupacion,ingreso_mensual_declarado,nivel_riesgo_kyc,fecha_alta_sistema
CLI-00309,Antonia Soledad Aguilera,Desempleado,161.03,Alto,2026-01-19
CLI-00310,Arcelia Márquez Beltrán,Estudiante,7697.67,Bajo,2025-02-20
CLI-00311,Sr. Emiliano Lucero,Empleado Sector Privado,39694.55,Medio,2026-01-20
CLI-00312,Benito Eduardo Limón,Jubilado,6980.97,Bajo,2025-02-22
CLI-00313,María Teresa Ornelas Lucero,Empleado Sector Privado,27627.52,Medio,2025-05-23
CLI-00314,Felipe Víctor Arenas Toledo,Estudiante,5383.82,Bajo,2025-06-29
CLI-00315,Timoteo Ramón Ocampo,Empleado Sector Privado,27346.12,Medio,2026-02-15
CLI-00316,Mario José Carlos Ceja,Profesionista Independiente,49510.41,Medio,2024-02-05
CLI-00317,Ing. Daniel Villanueva,Empleado Sector Privado,31994.46,Medio,2023-07-26
CLI-00318,Noemí Mondragón,Desempleado,2873.43,Alto,2026-03-17
CLI-00319,Dra. Cecilia Ramírez,Empleado Sector Privado,43835.79,Medio,2024-09-03
CLI-00320,Rosario Rodarte,Estudiante,5472.11,Bajo,2024-01-10
CLI-00321,Lorena Abigail Carrión,Profesionista Independiente,40910.85,Medio,2024-03-25
CLI-00322,Rosalia Adriana Partida,Empresario / Comerciante,129330.89,Alto,2026-05-06
CLI-00323,Nelly Tania Santacruz,Desempleado,793.32,Alto,2025-01-07
CLI-00324,Liliana Mata,Jubilado,13977.99,Bajo,2026-04-06
CLI-00325,Sra. Lorena Anguiano,Desempleado,971.4,Alto,2025-09-21
CLI-00326,Francisco Javier Ojeda,Desempleado,3089.92,Alto,2026-04-26
CLI-00327,Alfredo Casas Rosario,Desempleado,2401.65,Alto,2025-03-11
CLI-00328,Ruby Cepeda Verdugo,Estudiante,6777.36,Bajo,2025-09-04
CLI-00329,Timoteo Evelio Calderón,Jubilado,15174.26,Bajo,2023-08-01
CLI-00330,Mercedes Armendáriz,Profesionista Independiente,38973.54,Medio,2025-08-27
CLI-00331,María Cristina Moreno,Desempleado,1482.28,Alto,2025-04-11
CLI-00332,Agustín Maestas Alfaro,Jubilado,13418.06,Bajo,2025-09-29
CLI-00333,Wilfrido Alejandro Montenegro,Estudiante,7097.45,Bajo,2024-03-24
CLI-00334,Marisela Marisol Baeza,Empresario / Comerciante,71107.77,Alto,2025-09-29
CLI-00335,Humberto Esteban Avilés Muro,Profesionista Independiente,43601.33,Medio,2024-08-29
CLI-00336,Héctor Manuel Villa Valdivia,Empresario / Comerciante,191461.73,Alto,2024-12-29
CLI-00337,José María Gerardo Carrillo de la Crúz,Empresario / Comerciante,85227.39,Alto,2024-06-25
CLI-00338,José María Bernardo Olivárez,Jubilado,17551.16,Bajo,2026-02-03
CLI-00339,Amelia Romero Quintana,Profesionista Independiente,42716.06,Medio,2026-04-22
CLI-00340,Patricio Javier Vela Gamboa,Jubilado,15070.34,Bajo,2023-11-23
CLI-00341,Alvaro Marcos Ramos,Empresario / Comerciante,137114.9,Alto,2023-06-20
CLI-00342,Dr. Isaac Mejía,Desempleado,2369.9,Alto,2023-10-25
CLI-00343,Trinidad Leticia Serrano Méndez,Profesionista Independiente,53327.09,Medio,2025-02-16
CLI-00344,María Luisa Gabriela Cazares,Estudiante,3673.57,Bajo,2026-04-05
CLI-00345,José Hernán Mendoza,Empresario / Comerciante,98772.69,Alto,2024-12-03
CLI-00346,Rodrigo Zacarías Loera,Empresario / Comerciante,163969.93,Alto,2024-10-08
CLI-00347,Ilse Casas,Desempleado,1515.96,Alto,2026-05-15
CLI-00348,Lucas Alonso Lucio,Estudiante,4965.84,Bajo,2025-11-12
CLI-00349,Reina Ibarra Domínguez,Profesionista Independiente,23182.79,Medio,2025-05-21
CLI-00350,Sra. Marisol Guevara,Empleado Sector Privado,23709.22,Medio,2025-12-22
CLI-00351,Susana Arreola,Profesionista Independiente,30315.25,Medio,2024-12-14
CLI-00352,Sra. Nayeli Coronado,Jubilado,14115.39,Bajo,2023-08-20
CLI-00353,Octavio Alberto Monroy Lomeli,Profesionista Independiente,40010.6,Medio,2025-06-24
CLI-00354,Ricardo Miguel Montez,Jubilado,17324.81,Bajo,2023-08-01
CLI-00355,Ing. Cecilia Mateo,Estudiante,3448.14,Bajo,2024-11-30
CLI-00356,María Eugenia Mitzy Samaniego,Empresario / Comerciante,147715.57,Alto,2024-05-21
CLI-00357,Tomás Adalberto Casas,Empleado Sector Privado,34790.11,Medio,2024-01-06
CLI-00358,Francisco José Emilio Rosado,Desempleado,2847.37,Alto,2026-05-07
CLI-00359,Dr. Jorge Luis Rico,Empresario / Comerciante,208586.57,Alto,2023-10-22
CLI-00360,Gabriela Esther Macías Urías,Estudiante,3765.41,Bajo,2025-03-11
CLI-00361,Horacio Villa del Valle,Empresario / Comerciante,188357.43,Alto,2025-08-30
CLI-00362,Rocío Elena Amaya,Profesionista Independiente,44878.2,Medio,2025-01-15
CLI-00363,Pascual Bueno,Profesionista Independiente,36296.72,Medio,2025-10-16
CLI-00364,Rosario Abigail Alfaro Ponce,Jubilado,9468.85,Bajo,2025-03-29
CLI-00365,Ing. Luis Lerma,Desempleado,2201.55,Alto,2024-05-23
CLI-00366,Marisela Alvarez Abreu,Profesionista Independiente,46628.47,Medio,2024-06-15
CLI-00367,Yuridia Polanco Macías,Profesionista Independiente,28798.03,Medio,2025-07-24
CLI-00368,Lic. Rodolfo Rojas,Empleado Sector Privado,15981.64,Medio,2024-06-28
CLI-00369,René Homero Alonso Caraballo,Empleado Sector Privado,22413.08,Medio,2024-09-24
CLI-00370,Barbara Adela Zamora Núñez,Desempleado,2143.46,Alto,2026-05-27
CLI-00371,Graciela Luz Ybarra Medina,Desempleado,740.6,Alto,2023-12-07
CLI-00372,Jorge Luis Joaquín Zarate,Empleado Sector Privado,36373.95,Medio,2023-06-14
CLI-00373,Rocío Hidalgo Valdez,Profesionista Independiente,47606.33,Medio,2026-01-04
CLI-00374,Elvia Alma Jaime Morales,Jubilado,12758.28,Bajo,2023-09-13
CLI-00375,Antonia Elsa Trejo Rodríquez,Estudiante,6995.77,Bajo,2026-02-24
CLI-00376,Mitzy Aida Barrientos Valverde,Profesionista Independiente,25236.74,Medio,2025-03-06
CLI-00377,María Cristina Mayte Perales Guerra,Empleado Sector Privado,21974.83,Medio,2024-09-01
CLI-00378,Caridad Ilse Varela Acosta,Desempleado,2136.54,Alto,2024-04-30
CLI-00379,Ofelia Barragán,Profesionista Independiente,17048.21,Medio,2023-08-06
CLI-00380,Porfirio Rincón Escobar,Estudiante,5320.15,Bajo,2024-07-26
CLI-00381,Dra. Yolanda Espino,Desempleado,3776.36,Alto,2024-06-27
CLI-00382,Elias Vázquez Zambrano,Desempleado,3473.84,Alto,2023-07-30
CLI-00383,Concepción Alicia García,Empresario / Comerciante,70517.53,Alto,2026-05-27
CLI-00384,Cornelio Hernán Téllez Abreu,Estudiante,5444.39,Bajo,2024-02-28
CLI-00385,Ruby Noriega Zambrano,Empresario / Comerciante,145742.84,Alto,2024-10-04
CLI-00386,Federico Nicolás Alvarado Vega,Profesionista Independiente,23296.37,Medio,2024-11-17
CLI-00387,Nicolás Arevalo Villareal,Estudiante,3514.87,Bajo,2025-08-05
CLI-00388,Sr. Mauricio Zapata,Empresario / Comerciante,72817.43,Alto,2023-12-12
CLI-00389,Yeni Sarabia Amador,Estudiante,4404.24,Bajo,2024-06-18
CLI-00390,Dr. José Manuél Cintrón,Estudiante,5462.13,Bajo,2024-08-19
CLI-00391,Emiliano Jos Hernández Domínguez,Desempleado,214.44,Alto,2025-01-14
CLI-00392,Berta Barbara Angulo,Empleado Sector Privado,38767.69,Medio,2024-12-28
CLI-00393,Miriam Alvarez Ornelas,Profesionista Independiente,18833.14,Medio,2023-10-15
CLI-00394,Paulina Barrios,Empleado Sector Privado,15908.9,Medio,2024-08-12
CLI-00395,Hugo Cristobal Ponce Urías,Empresario / Comerciante,171263.53,Alto,2026-04-20
CLI-00396,Delia Bianca Arevalo,Jubilado,7933.93,Bajo,2026-04-12
CLI-00397,Benjamín Armas,Jubilado,9944.91,Bajo,2025-06-29
CLI-00398,Daniel Aurelio Mondragón García,Empresario / Comerciante,109470.63,Alto,2024-12-25
CLI-00399,María Romero,Jubilado,17870.41,Bajo,2024-08-30
CLI-00400,José Carlos Mariano Montoya Villareal,Profesionista Independiente,40588.33,Medio,2023-12-17
CLI-00401,Darío Emiliano Escalante,Estudiante,5657.79,Bajo,2025-09-06
CLI-00402,Eloisa Salma Fuentes,Desempleado,396.93,Alto,2024-05-01
CLI-00403,Luis Abel Nevárez Alba,Empleado Sector Privado,32642.0,Medio,2026-01-25
CLI-00404,Ing. Luz Prieto,Profesionista Independiente,44719.27,Medio,2024-08-27
CLI-00405,Claudia Posada,Empleado Sector Privado,19915.55,Medio,2023-08-05
CLI-00406,Eugenio Alberto Lemus,Jubilado,5975.84,Bajo,2024-07-02
CLI-00407,Ariadna Reyna,Estudiante,4451.11,Bajo,2023-07-16
CLI-00408,Augusto Vega Collado,Desempleado,2375.24,Alto,2025-10-29
CLI-00409,Mario Mateo Bañuelos,Profesionista Independiente,16468.79,Medio,2023-08-26
CLI-00410,Blanca Citlali Rosas Soto,Profesionista Independiente,46813.01,Medio,2026-05-24
CLI-00411,Ivonne Irene Venegas,Desempleado,3438.43,Alto,2025-03-14
CLI-00412,Asunción Zelaya Griego,Estudiante,6124.31,Bajo,2025-03-19
CLI-00413,Evelio Valadez,Profesionista Independiente,50452.26,Medio,2025-06-29
CLI-00414,Rafaél Clemente Jaimes Meraz,Desempleado,2359.16,Alto,2026-01-08
CLI-00415,Abigail Susana Armendáriz,Empleado Sector Privado,26029.59,Medio,2025-09-30
CLI-00416,Lucas Amador Ceballos,Jubilado,7922.52,Bajo,2024-01-03
CLI-00417,Ing. Óscar Urbina,Empleado Sector Privado,41977.58,Medio,2023-07-12
CLI-00418,Ing. Jerónimo Rincón,Empleado Sector Privado,14356.52,Medio,2025-03-22
CLI-00419,Adriana Martha Casanova Olivas,Empleado Sector Privado,38156.74,Medio,2023-10-31
CLI-00420,Eugenio Quesada del Valle,Jubilado,14736.45,Bajo,2024-03-24
CLI-00421,Lic. Violeta Holguín,Jubilado,16975.5,Bajo,2024-08-27
CLI-00422,Teresa Patiño Sierra,Empresario / Comerciante,74870.73,Alto,2025-02-17
CLI-00423,Dra. Salma Almonte,Desempleado,1216.36,Alto,2024-06-04
CLI-00424,Isabela Jaqueline Venegas,Empresario / Comerciante,238535.25,Alto,2025-02-16
CLI-00425,Jonás Roberto Barela,Jubilado,12019.76,Bajo,2024-09-09
CLI-00426,Hugo Perales,Empresario / Comerciante,66088.37,Alto,2024-03-31
CLI-00427,Francisco Mario Aguayo Mesa,Estudiante,7336.54,Bajo,2025-01-26
CLI-00428,Mauro Bonilla,Desempleado,1289.29,Alto,2023-06-17
CLI-00429,Virginia Lourdes Ulloa,Profesionista Independiente,16163.92,Medio,2025-11-08
CLI-00430,Lic. Pablo Granados,Empleado Sector Privado,43743.07,Medio,2024-03-01
CLI-00431,Miguel Ángel Salinas,Jubilado,12632.6,Bajo,2024-11-04
CLI-00432,Ing. Ernesto Roybal,Estudiante,7997.43,Bajo,2024-01-05
CLI-00433,Juan Velázquez,Desempleado,3285.68,Alto,2026-01-14
CLI-00434,Gregorio Montes,Jubilado,5523.01,Bajo,2025-08-17
CLI-00435,Dra. Marcela Arevalo,Empleado Sector Privado,27526.53,Medio,2025-07-18
CLI-00436,Ing. Héctor Naranjo,Desempleado,1768.92,Alto,2023-07-09
CLI-00437,Fidel Lorenzo Alba Nava,Profesionista Independiente,23167.01,Medio,2025-10-02
CLI-00438,José Lucas Puente,Jubilado,10666.5,Bajo,2023-07-14
CLI-00439,Gerardo Berríos Rocha,Empresario / Comerciante,243811.05,Alto,2023-12-05
CLI-00440,Hernán Orozco Esparza,Empresario / Comerciante,119592.21,Alto,2025-11-18
CLI-00441,Jos Valadez Sauceda,Profesionista Independiente,29447.62,Medio,2025-05-02
CLI-00442,Mitzy Jaqueline Villegas González,Estudiante,7146.4,Bajo,2025-08-28
CLI-00443,Ernesto Horacio Maya,Profesionista Independiente,33524.03,Medio,2023-07-03
CLI-00444,Lorenzo Rojo Garay,Empresario / Comerciante,107643.56,Alto,2024-02-24
CLI-00445,Karla Rosalia Casanova Barragán,Empresario / Comerciante,212713.21,Alto,2024-03-29
CLI-00446,Miguel Wilfrido Prieto Naranjo,Jubilado,5477.06,Bajo,2025-03-28
CLI-00447,Yolanda Ochoa Candelaria,Estudiante,3887.1,Bajo,2025-06-29
CLI-00448,Santiago Marco Antonio Puga,Profesionista Independiente,20216.47,Medio,2024-09-08
CLI-00449,Francisca Cristal Olivas Hernádez,Empresario / Comerciante,222982.12,Alto,2025-01-27
CLI-00450,María Teresa Chapa Gurule,Estudiante,5945.96,Bajo,2025-05-23
CLI-00451,Úrsula Miriam Vera,Jubilado,11005.69,Bajo,2024-10-03
CLI-00452,Natividad Razo Cervántez,Estudiante,3125.5,Bajo,2023-11-14
CLI-00453,Arturo Uriel Ayala,Profesionista Independiente,43018.52,Medio,2023-07-24
CLI-00454,Jaime Aldo Tirado Carmona,Empresario / Comerciante,175081.75,Alto,2025-05-19
CLI-00455,Sra. Anabel Juárez,Estudiante,3221.35,Bajo,2023-12-17
CLI-00456,José Luis Serafín Barrientos Navarro,Jubilado,6703.17,Bajo,2024-11-28
CLI-00457,Lic. José Hernandes,Profesionista Independiente,34715.22,Medio,2023-11-10
CLI-00458,Ramón Felix Altamirano,Desempleado,1938.85,Alto,2025-02-16
CLI-00459,Ing. Jacobo Sánchez,Estudiante,7838.88,Bajo,2025-12-28
CLI-00460,Felipe Francisco Estévez,Jubilado,15391.08,Bajo,2026-05-30
CLI-00461,Dulce Lemus,Desempleado,633.51,Alto,2026-03-02
CLI-00462,Jesús Griego Laureano,Jubilado,5177.77,Bajo,2024-09-16
CLI-00463,Eduardo Zamudio Calvillo,Empresario / Comerciante,68641.84,Alto,2024-02-19
CLI-00464,Dra. Nelly Bueno,Estudiante,4768.69,Bajo,2024-07-29
CLI-00465,Gerardo Rodrigo Santana Almonte,Estudiante,5886.26,Bajo,2023-07-04
CLI-00466,Concepción Burgos Ríos,Empleado Sector Privado,28446.39,Medio,2025-07-27
CLI-00467,Víctor Arias Patiño,Desempleado,1167.45,Alto,2025-01-21
CLI-00468,Salma López,Desempleado,1093.7,Alto,2025-06-17
CLI-00469,Srita. Miriam Barreto,Empresario / Comerciante,246048.93,Alto,2025-07-07
CLI-00470,Ruby Tejeda Santiago,Empleado Sector Privado,27073.95,Medio,2026-03-26
CLI-00471,Miriam Miranda Rascón,Empleado Sector Privado,24658.34,Medio,2024-12-10
CLI-00472,Sr. Ramón Pabón,Jubilado,11607.13,Bajo,2023-10-24
CLI-00473,Luisa Adela Granado,Empleado Sector Privado,40512.89,Medio,2024-08-18
CLI-00474,Mauro Mariano Esparza,Profesionista Independiente,49770.38,Medio,2023-07-08
CLI-00475,Darío Aguilera,Empresario / Comerciante,117975.05,Alto,2025-08-11
CLI-00476,Hilda de León Rojas,Jubilado,8473.24,Bajo,2023-09-10
CLI-00477,Alma Madrigal Muñoz,Estudiante,3697.03,Bajo,2024-06-11
CLI-00478,Lic. Óliver Sierra,Profesionista Independiente,52686.42,Medio,2024-05-29
CLI-00479,Gloria Galván Olmos,Jubilado,17985.73,Bajo,2026-01-18
CLI-00480,Inés Mendoza Polanco,Empresario / Comerciante,223052.12,Alto,2026-02-28
CLI-00481,Rodolfo Mauro Rodríguez,Empresario / Comerciante,157716.12,Alto,2025-01-25
CLI-00482,Andrea Esparta Abreu,Profesionista Independiente,29959.8,Medio,2026-02-27
CLI-00483,Ing. Elvira Garrido,Jubilado,9903.73,Bajo,2026-05-01
CLI-00484,Florencia Hurtado Rosas,Profesionista Independiente,54132.08,Medio,2024-06-07
CLI-00485,Cristal Grijalva Franco,Desempleado,955.22,Alto,2025-03-23
CLI-00486,Mauro Rentería Villanueva,Empresario / Comerciante,96712.49,Alto,2023-06-30
CLI-00487,Fidel René Jaimes,Empresario / Comerciante,58729.46,Alto,2023-07-25
CLI-00488,Zeferino Benavides,Desempleado,1891.91,Alto,2025-03-24
CLI-00489,Olga Santillán,Empresario / Comerciante,127215.75,Alto,2023-08-22
CLI-00490,Ing. Óliver Olmos,Desempleado,3169.57,Alto,2024-08-16
CLI-00491,Gustavo Arias Zaragoza,Desempleado,3923.27,Alto,2024-01-31
CLI-00492,Sra. Isabel Flores,Empresario / Comerciante,242964.89,Alto,2025-08-09
CLI-00493,Sra. Socorro Noriega,Empleado Sector Privado,28575.61,Medio,2026-06-06
CLI-00494,Francisca Yolanda Santillán,Jubilado,9315.93,Bajo,2024-02-10
CLI-00495,Roberto Vega,Estudiante,7245.14,Bajo,2024-10-11
CLI-00496,Citlali Wendolin Galván Montalvo,Empresario / Comerciante,69942.34,Alto,2024-08-12
CLI-00497,Carlota Blanca Rodarte,Empresario / Comerciante,53069.52,Alto,2023-11-22
CLI-00498,Bianca Arroyo Pulido,Empleado Sector Privado,25529.29,Medio,2024-01-15
CLI-00499,Norma Ulloa Arreola,Desempleado,3879.83,Alto,2023-08-26
CLI-00500,Luz Trujillo,Estudiante,4816.94,Bajo,2024-12-08
CLI-00501,Mateo Darío Cedillo Rodríquez,Profesionista Independiente,30235.26,Medio,2025-05-07
CLI-00502,Esmeralda Villegas,Desempleado,1589.93,Alto,2024-11-19
CLI-00503,Laura Rivas,Estudiante,7110.59,Bajo,2023-10-02
CLI-00504,Lic. Elias Trejo,Desempleado,3437.37,Alto,2023-12-06
CLI-00505,Violeta Nancy Tijerina Estrada,Empresario / Comerciante,240827.92,Alto,2026-03-18
CLI-00506,Miriam Aida Maestas,Desempleado,2874.87,Alto,2025-08-26
CLI-00507,Eva Barrera,Empresario / Comerciante,224476.6,Alto,2023-06-15
CLI-00508,Dra. Cecilia Quezada,Estudiante,5704.76,Bajo,2025-06-29
CLI-00509,Leticia Marisela Tamayo de la Fuente,Empleado Sector Privado,32828.31,Medio,2026-02-06
CLI-00510,Joaquín Gaitán,Profesionista Independiente,59884.17,Medio,2026-05-15
CLI-00511,Dra. Elsa Fierro,Desempleado,361.52,Alto,2024-07-11
CLI-00512,Caridad Valdés,Estudiante,6562.22,Bajo,2025-04-08
CLI-00513,Úrsula Elvia Brito Rendón,Desempleado,3490.32,Alto,2026-01-25
CLI-00514,Andrés Viera,Empresario / Comerciante,83272.96,Alto,2023-12-04
CLI-00515,Óscar Víctor Ontiveros Garrido,Profesionista Independiente,55654.08,Medio,2024-02-12
CLI-00516,César Alejandro,Estudiante,3946.25,Bajo,2025-08-17
CLI-00517,Sr. Ignacio Valdivia,Estudiante,3760.21,Bajo,2023-10-02
CLI-00518,José Emilio Zamudio Farías,Profesionista Independiente,34380.91,Medio,2023-12-12
CLI-00519,Ángela Delgadillo,Empleado Sector Privado,29528.49,Medio,2024-12-26
CLI-00520,Berta Carrillo Rosario,Jubilado,13863.4,Bajo,2025-04-08
CLI-00521,Celia Ríos Montez,Empleado Sector Privado,17609.46,Medio,2026-03-15
CLI-00522,Cornelio Guevara Esparza,Estudiante,5656.95,Bajo,2026-03-15
CLI-00523,Óscar Francisco Carrero Guillen,Empresario / Comerciante,173942.07,Alto,2023-10-22
CLI-00524,Cristobal Uriel Altamirano,Empleado Sector Privado,28423.02,Medio,2024-08-12
CLI-00525,Ing. Eric Valdivia,Jubilado,6860.53,Bajo,2024-08-11
CLI-00526,José Luis Samuel Rosado Negrón,Empresario / Comerciante,177580.93,Alto,2024-05-28
CLI-00527,Angélica Nelly Lovato,Empresario / Comerciante,101065.34,Alto,2026-03-11
CLI-00528,Ramiro Bermúdez Loya,Estudiante,7393.45,Bajo,2024-04-20
CLI-00529,José Emilio Marco Antonio Rascón Trejo,Empresario / Comerciante,230241.88,Alto,2025-05-24
CLI-00530,Juan Carlos Rendón Arellano,Desempleado,2186.39,Alto,2025-07-11
CLI-00531,Guadalupe Nevárez Mendoza,Estudiante,4650.38,Bajo,2026-01-11
CLI-00532,Esparta María Eugenia Alcala Pineda,Profesionista Independiente,59444.33,Medio,2023-08-21
CLI-00533,Ing. Porfirio Cano,Profesionista Independiente,43752.24,Medio,2025-02-21
CLI-00534,Alfonso Federico Corral,Empresario / Comerciante,188062.7,Alto,2025-05-24
CLI-00535,Leonardo Gollum,Empresario / Comerciante,219060.79,Alto,2025-08-26
CLI-00536,Reina Pizarro Jaimes,Empleado Sector Privado,44979.33,Medio,2026-05-05
CLI-00537,Zacarías Acuña,Empresario / Comerciante,71330.65,Alto,2025-08-24
CLI-00538,Yeni Rosa Aguilar Hidalgo,Empresario / Comerciante,164384.54,Alto,2025-11-28
CLI-00539,Reina Niño Valladares,Jubilado,8846.34,Bajo,2025-03-08
CLI-00540,Elias Alvarez,Desempleado,1180.92,Alto,2025-03-10
CLI-00541,Ramiro Rodrigo Centeno,Desempleado,1583.22,Alto,2024-08-22
CLI-00542,Eloy Tejeda,Estudiante,5395.57,Bajo,2026-02-02
CLI-00543,Benito Joaquín Paredes Villanueva,Desempleado,3113.25,Alto,2024-09-07
CLI-00544,Ing. Berta Gaona,Estudiante,7463.7,Bajo,2025-11-05
CLI-00545,Minerva Barrios,Desempleado,1986.91,Alto,2023-06-16
CLI-00546,Gustavo Chacón Carrera,Profesionista Independiente,49908.34,Medio,2025-01-31
CLI-00547,Jacinto Osorio,Empleado Sector Privado,32033.14,Medio,2026-01-12
CLI-00548,Luis Miguel Zepeda,Profesionista Independiente,24855.2,Medio,2025-04-04
CLI-00549,María Eugenia Colunga Corrales,Empleado Sector Privado,32489.41,Medio,2024-03-29
CLI-00550,Dulce Zedillo,Desempleado,3022.31,Alto,2025-11-17
CLI-00551,Sra. María Ruelas,Desempleado,2723.42,Alto,2026-04-04
CLI-00552,Roberto Meza Santiago,Empleado Sector Privado,32732.19,Medio,2025-10-17
CLI-00553,Graciela Abril Leyva,Desempleado,2585.36,Alto,2025-10-02
CLI-00554,Patricia Fernández Ponce,Profesionista Independiente,50487.47,Medio,2025-06-03
CLI-00555,Benito Horacio Bueno Valentín,Estudiante,5477.44,Bajo,2024-11-23
CLI-00556,Alvaro Flavio Razo Castro,Desempleado,525.65,Alto,2023-12-21
CLI-00557,Inés Abigail Ontiveros Santiago,Profesionista Independiente,29702.36,Medio,2024-07-20
CLI-00558,Alberto Óliver Vigil,Empresario / Comerciante,85128.01,Alto,2025-10-30
CLI-00559,Estela Caldera Olivera,Empleado Sector Privado,37954.92,Medio,2024-09-22
CLI-00560,Dr. Cristobal Cervántez,Profesionista Independiente,38888.36,Medio,2025-01-21
CLI-00561,Pilar Cabrera,Profesionista Independiente,52371.27,Medio,2024-03-12
CLI-00562,Raquel Véliz Cordero,Profesionista Independiente,56132.2,Medio,2024-09-22
CLI-00563,Lic. Gabino Menéndez,Empresario / Comerciante,243476.82,Alto,2024-03-06
CLI-00564,Bernardo Aponte Bueno,Profesionista Independiente,48595.17,Medio,2025-02-04
CLI-00565,Leonor Marisela Olivárez,Profesionista Independiente,51190.46,Medio,2026-02-13
CLI-00566,Patricia Martínez,Empresario / Comerciante,242578.66,Alto,2024-07-17
CLI-00567,José Manuél Barajas Posada,Empleado Sector Privado,36887.0,Medio,2024-09-26
CLI-00568,Mercedes Brito Matías,Empleado Sector Privado,40384.64,Medio,2023-08-12
CLI-00569,Elvia Guadalupe Olmos de León,Desempleado,2697.62,Alto,2023-07-15
CLI-00570,Julio Alonso Carreón,Empresario / Comerciante,243453.95,Alto,2026-01-15
CLI-00571,Beatriz Gamboa,Jubilado,9755.08,Bajo,2024-04-03
CLI-00572,Julia Griego,Empresario / Comerciante,52783.73,Alto,2025-05-30
CLI-00573,Miguel Ángel Francisco Crespo,Jubilado,6606.65,Bajo,2023-09-26
CLI-00574,Georgina Rincón,Profesionista Independiente,45277.28,Medio,2023-08-09
CLI-00575,Sessa Muñoz Zayas,Desempleado,1048.65,Alto,2025-06-19
CLI-00576,Lucía Robledo Valenzuela,Empresario / Comerciante,214483.46,Alto,2025-02-15
CLI-00577,Lic. Samuel Hernandes,Profesionista Independiente,19875.57,Medio,2023-11-24
CLI-00578,Ing. Dalia Franco,Empleado Sector Privado,27558.74,Medio,2024-04-24
CLI-00579,Georgina Trinidad Bustos Tapia,Jubilado,16495.05,Bajo,2024-11-01
CLI-00580,Javier Arevalo Gastélum,Jubilado,9264.08,Bajo,2025-01-05
CLI-00581,Noemí Mora Limón,Jubilado,7877.77,Bajo,2025-02-07
CLI-00582,Leonardo Juan Carlos Cisneros Bañuelos,Estudiante,5812.42,Bajo,2023-12-10
CLI-00583,Lic. Lucas Pulido,Empresario / Comerciante,231877.53,Alto,2024-04-12
CLI-00584,Roberto Amador Olivas,Profesionista Independiente,44215.78,Medio,2024-03-28
CLI-00585,Rafaél Salas Melgar,Estudiante,2838.66,Bajo,2025-05-18
CLI-00586,Manuel Munguía,Estudiante,3826.19,Bajo,2024-09-14
CLI-00587,Lucas Raya,Empresario / Comerciante,73224.1,Alto,2025-06-29
CLI-00588,Sr. Luis Miguel Dueñas,Empleado Sector Privado,41279.56,Medio,2026-01-19
CLI-00589,Cornelio Feliciano,Empleado Sector Privado,24825.31,Medio,2025-09-14
CLI-00590,Zoé Ruelas,Profesionista Independiente,45171.88,Medio,2023-07-18
